NbW_surf111_stacking4 lmp:    -5.397837 ref:    -5.301707 err:     1.813184 %
NbW_surf111_stacking5 lmp:    -5.007539 ref:    -4.737421 err:     5.701798 %
NbW_surf111_stacking6 lmp:    -5.397828 ref:    -5.300250 err:     1.841004 %
NbW_surf111_stacking7 lmp:    -6.116433 ref:    -6.212917 err:    -1.552965 %
NbW_surf111_stacking8 lmp:    -6.658466 ref:    -6.755034 err:    -1.429572 %
NbW_surf111_stacking9 lmp:    -6.941422 ref:    -7.057973 err:    -1.651337 %
NbW_surf111_stacking10 lmp:    -7.025789 ref:    -7.170274 err:    -2.015054 %
NbTa_surf100_stacking0 lmp:    -7.238304 ref:    -7.280530 err:    -0.579990 %
NbTa_surf100_stacking1 lmp:    -7.213370 ref:    -7.266326 err:    -0.728783 %
NbTa_surf100_stacking2 lmp:    -7.141070 ref:    -7.196803 err:    -0.774412 %
NbTa_surf100_stacking3 lmp:    -7.027906 ref:    -7.089653 err:    -0.870935 %
NbTa_surf100_stacking4 lmp:    -6.908127 ref:    -6.974823 err:    -0.956250 %
NbTa_surf100_stacking5 lmp:    -6.852378 ref:    -6.939566 err:    -1.256395 %
NbTa_surf100_stacking6 lmp:    -6.908127 ref:    -6.974829 err:    -0.956326 %
NbTa_surf100_stacking7 lmp:    -7.027906 ref:    -7.089641 err:    -0.870780 %
NbTa_surf100_stacking8 lmp:    -7.141070 ref:    -7.191188 err:    -0.696939 %
NbTa_surf100_stacking9 lmp:    -7.213370 ref:    -7.255954 err:    -0.586887 %
NbTa_surf100_stacking10 lmp:    -7.238304 ref:    -7.288432 err:    -0.687777 %
NbTa_surf110_stacking0 lmp:    -7.081395 ref:    -7.181986 err:    -1.400592 %
NbTa_surf110_stacking1 lmp:    -7.055205 ref:    -7.154814 err:    -1.392200 %
NbTa_surf110_stacking2 lmp:    -6.986957 ref:    -7.092385 err:    -1.486492 %
NbTa_surf110_stacking3 lmp:    -6.878559 ref:    -6.989330 err:    -1.584858 %
NbTa_surf110_stacking4 lmp:    -6.763817 ref:    -6.879611 err:    -1.683153 %
NbTa_surf110_stacking5 lmp:    -6.710563 ref:    -6.821833 err:    -1.631099 %
NbTa_surf110_stacking6 lmp:    -6.763815 ref:    -6.879611 err:    -1.683184 %
NbTa_surf110_stacking7 lmp:    -6.878556 ref:    -6.989330 err:    -1.584902 %
NbTa_surf110_stacking8 lmp:    -6.986955 ref:    -7.092385 err:    -1.486532 %
NbTa_surf110_stacking9 lmp:    -7.055203 ref:    -7.154814 err:    -1.392221 %
NbTa_surf110_stacking10 lmp:    -7.081395 ref:    -7.181984 err:    -1.400568 %
NbTa_surf111_stacking0 lmp:    -6.792611 ref:    -6.951481 err:    -2.285415 %
NbTa_surf111_stacking1 lmp:    -6.724976 ref:    -6.850946 err:    -1.838719 %
NbTa_surf111_stacking2 lmp:    -6.415408 ref:    -6.580298 err:    -2.505825 %
NbTa_surf111_stacking3 lmp:    -5.617261 ref:    -5.907016 err:    -4.905272 %
NbTa_surf111_stacking4 lmp:    -4.420234 ref:    -4.499909 err:    -1.770600 %
NbTa_surf111_stacking5 lmp:    -3.749290 ref:    -3.547300 err:     5.694189 %
NbTa_surf111_stacking6 lmp:    -4.420231 ref:    -4.499130 err:    -1.753665 %
NbTa_surf111_stacking7 lmp:    -5.617256 ref:    -5.906206 err:    -4.892320 %
NbTa_surf111_stacking8 lmp:    -6.415405 ref:    -6.576433 err:    -2.448554 %
NbTa_surf111_stacking9 lmp:    -6.724975 ref:    -6.850541 err:    -1.832934 %
NbTa_surf111_stacking10 lmp:    -6.792611 ref:    -6.951477 err:    -2.285368 %
NbV_surf100_stacking0 lmp:    -5.844496 ref:    -5.979750 err:    -2.261873 %
NbV_surf100_stacking1 lmp:    -5.833650 ref:    -5.966238 err:    -2.222296 %
NbV_surf100_stacking2 lmp:    -5.794562 ref:    -5.920781 err:    -2.131785 %
